Probabilidade de Cruzamento,Elites,Probabilidade de Mutacao,Geracoes,Tamanho da Populacao,Individuo de Melhor Aptidao,Aptidao Media
1.00,2,0.05,50,75,13470953.00,11580220.63
0.80,2,0.05,50,75,13345592.00,11252796.32
0.60,2,0.05,50,75,13466762.00,8566579.32
1.00,2,0.10,50,75,13496748.00,13136053.87
0.80,2,0.10,50,75,13458701.00,9738701.57
0.60,2,0.10,50,75,13304133.00,8746974.61
1.00,6,0.01,50,75,13190845.00,12694702.53
0.80,6,0.01,50,75,13225826.00,12564092.97
0.60,6,0.01,50,75,13273272.00,9747602.92
1.00,6,0.05,50,75,13328271.00,13096419.45
0.80,6,0.05,50,75,13247188.00,12297041.16
0.60,6,0.05,50,75,13047993.00,10932773.79
1.00,6,0.10,50,75,13369905.00,11404878.83
0.80,6,0.10,50,75,13359831.00,11014621.59
0.60,6,0.10,50,75,13276251.00,8902890.55
1.00,10,0.01,50,75,13521334.00,12427899.21
0.80,10,0.01,50,75,13328603.00,12470305.17
0.60,10,0.01,50,75,13330238.00,10716642.04
1.00,10,0.05,50,75,13169262.00,11690209.29
0.80,10,0.05,50,75,13341227.00,12724521.53
0.60,10,0.05,50,75,13114869.00,11376213.60
1.00,10,0.10,50,75,13454349.00,11742815.15
0.80,10,0.10,50,75,13196933.00,11437870.87
0.60,10,0.10,50,75,13295626.00,8661186.57
1.00,0,0.01,75,75,13271471.00,11972998.97
0.80,0,0.01,75,75,13006630.00,11807880.15
0.60,0,0.01,75,75,12914145.00,9205931.59
1.00,0,0.05,75,75,13124250.00,8875009.92
0.80,0,0.05,75,75,13157964.00,8764234.73
0.60,0,0.05,75,75,13249348.00,7484459.87
1.00,0,0.10,75,75,12758894.00,7456792.52
0.80,0,0.10,75,75,12973722.00,8106713.59
0.60,0,0.10,75,75,13174618.00,7634881.19
1.00,2,0.01,75,75,13324318.00,11438229.63
0.80,2,0.01,75,75,13429598.00,12729494.40
0.60,2,0.01,75,75,13220947.00,11014227.17
1.00,2,0.05,75,75,13461293.00,12147289.41
0.80,2,0.05,75,75,13487268.00,10293295.01
0.60,2,0.05,75,75,13461188.00,8429828.39
1.00,2,0.10,75,75,13351182.00,8523519.01
0.80,2,0.10,75,75,13518963.00,8083676.97
0.60,2,0.10,75,75,13381568.00,8649987.73
1.00,2,0.01,75,75,13295979.00,10666668.17
0.80,2,0.01,75,75,13285713.00,12761883.27
0.60,2,0.01,75,75,13212558.00,12988884.64
1.00,2,0.05,75,75,13434023.00,12055027.16
0.80,2,0.05,75,75,13338955.00,10135404.36
0.60,2,0.05,75,75,13433089.00,8091203.20
1.00,2,0.10,75,75,13456463.00,11233519.87
0.80,2,0.10,75,75,13473744.00,8189147.29
0.60,2,0.10,75,75,13485108.00,8179030.83
1.00,6,0.01,75,75,13456463.00,12057191.03
0.80,6,0.01,75,75,13252374.00,11898103.64
0.60,6,0.01,75,75,13290346.00,11252388.68
1.00,6,0.05,75,75,13432578.00,11105025.28
0.80,6,0.05,75,75,13231009.00,10956181.16
0.60,6,0.05,75,75,13232411.00,12169464.64
1.00,6,0.10,75,75,13214905.00,11673316.29
0.80,6,0.10,75,75,13353852.00,10120664.29
0.60,6,0.10,75,75,13317826.00,9474394.93
1.00,10,0.01,75,75,13424768.00,12961999.28
0.80,10,0.01,75,75,13340951.00,12195193.24
0.60,10,0.01,75,75,13297299.00,11504790.01
1.00,10,0.05,75,75,13233517.00,13005645.48
0.80,10,0.05,75,75,13379713.00,10344054.28
0.60,10,0.05,75,75,13397664.00,10439776.04
1.00,10,0.10,75,75,13383789.00,12037062.09
0.80,10,0.10,75,75,13294191.00,10893573.28
0.60,10,0.10,75,75,13219899.00,9328358.45
1.00,0,0.01,100,75,13425343.00,12525901.57
0.80,0,0.01,100,75,13226824.00,11805365.25
0.60,0,0.01,100,75,12936651.00,7007104.19
1.00,0,0.05,100,75,13071263.00,10927341.31
0.80,0,0.05,100,75,12810671.00,8412623.27
0.60,0,0.05,100,75,12852800.00,7877134.77
1.00,0,0.10,100,75,13114333.00,8167554.47
0.80,0,0.10,100,75,12798463.00,8122909.60
0.60,0,0.10,100,75,13122874.00,6954700.07
1.00,2,0.01,100,75,13359869.00,12126314.00
0.80,2,0.01,100,75,13315819.00,11563549.32
0.60,2,0.01,100,75,13389085.00,8371449.19
1.00,2,0.05,100,75,13340615.00,12055718.04
0.80,2,0.05,100,75,13413543.00,9683082.32
0.60,2,0.05,100,75,13359243.00,9861856.64
1.00,2,0.10,100,75,13390107.00,12080754.48
0.80,2,0.10,100,75,13305902.00,8275958.59
0.60,2,0.10,100,75,13379182.00,7785221.77
1.00,2,0.01,100,75,13409079.00,12268337.68
0.80,2,0.01,100,75,13398477.00,11637163.47
0.60,2,0.01,100,75,13433629.00,9464178.80
1.00,2,0.05,100,75,13482886.00,12008279.96
0.80,2,0.05,100,75,13426950.00,12676722.17
0.60,2,0.05,100,75,13361929.00,9067571.03
1.00,2,0.10,100,75,13403303.00,8899444.32
0.80,2,0.10,100,75,13364243.00,9900271.25
0.60,2,0.10,100,75,13456720.00,7554156.33
1.00,6,0.01,100,75,13248511.00,12461171.05
0.80,6,0.01,100,75,13243781.00,13243781.00
0.60,6,0.01,100,75,13370064.00,12273539.87
1.00,6,0.05,100,75,13340707.00,11467683.93
0.80,6,0.05,100,75,13314113.00,11961223.80
0.60,6,0.05,100,75,13373945.00,10772759.96
1.00,6,0.10,100,75,13312019.00,10984177.92
0.80,6,0.10,100,75,13353695.00,11267630.37
0.60,6,0.10,100,75,13319865.00,8071998.13
1.00,10,0.01,100,75,13351182.00,12909350.69
0.80,10,0.01,100,75,13231324.00,12547012.68
0.60,10,0.01,100,75,13324318.00,11241430.45
1.00,10,0.05,100,75,13287311.00,12380506.11
0.80,10,0.05,100,75,13279866.00,13082150.69
0.60,10,0.05,100,75,13496616.00,10742372.91
1.00,10,0.10,100,75,13319499.00,11482620.19
0.80,10,0.10,100,75,13346186.00,10915557.95
0.60,10,0.10,100,75,13496748.00,10978488.60
1.00,0,0.01,200,75,12994908.00,11309201.88
0.80,0,0.01,200,75,13050934.00,9954013.75
0.60,0,0.01,200,75,13031245.00,10081623.33
1.00,0,0.05,200,75,13198462.00,11622993.60
0.80,0,0.05,200,75,13270876.00,8511497.45
0.60,0,0.05,200,75,12962105.00,7856368.71
1.00,0,0.10,200,75,13020129.00,8100924.49
0.80,0,0.10,200,75,12781543.00,8182030.51
0.60,0,0.10,200,75,12965096.00,8031387.88
1.00,2,0.01,200,75,13397214.00,12177019.81
0.80,2,0.01,200,75,13409608.00,12150467.45
0.60,2,0.01,200,75,13332297.00,11097691.00
1.00,2,0.05,200,75,13364662.00,11670420.48
0.80,2,0.05,200,75,13377970.00,11847338.65
0.60,2,0.05,200,75,13461188.00,10629801.23
1.00,2,0.10,200,75,13458215.00,10995457.23
0.80,2,0.10,200,75,13422115.00,9102683.37
0.60,2,0.10,200,75,13364257.00,8480751.77
1.00,2,0.01,200,75,13252165.00,11369449.67
0.80,2,0.01,200,75,13456659.00,12185410.91
0.60,2,0.01,200,75,13428689.00,10872878.97
1.00,2,0.05,200,75,13420065.00,12532865.08
0.80,2,0.05,200,75,13461188.00,11906214.83
0.60,2,0.05,200,75,13491239.00,10252767.43
1.00,2,0.10,200,75,13515028.00,9874368.92
0.80,2,0.10,200,75,13434467.00,9689511.79
0.60,2,0.10,200,75,13453154.00,8581927.07
1.00,6,0.01,200,75,13372819.00,12356756.11
0.80,6,0.01,200,75,13420547.00,11693858.91
0.60,6,0.01,200,75,13394770.00,12032394.69
1.00,6,0.05,200,75,13295556.00,11947774.84
0.80,6,0.05,200,75,13413375.00,12610795.87
0.60,6,0.05,200,75,13406857.00,11736857.13
1.00,6,0.10,200,75,13375411.00,10938327.71
0.80,6,0.10,200,75,13356857.00,10501678.99
0.60,6,0.10,200,75,13458215.00,8977473.57
1.00,10,0.01,200,75,13431877.00,13431877.00
0.80,10,0.01,200,75,13352912.00,11969085.57
0.60,10,0.01,200,75,13415324.00,11547495.09
1.00,10,0.05,200,75,13406599.00,12053920.48
0.80,10,0.05,200,75,13402758.00,12419217.64
0.60,10,0.05,200,75,13330883.00,10749449.49
1.00,10,0.10,200,75,13434023.00,10917843.67
0.80,10,0.10,200,75,13311584.00,10562884.68
0.60,10,0.10,200,75,13419904.00,10434564.09
1.00,0,0.01,25,100,13102833.00,8969810.65
0.80,0,0.01,25,100,13107214.00,8824030.13
0.60,0,0.01,25,100,12987991.00,8267617.28
1.00,0,0.05,25,100,13161823.00,9199903.69
0.80,0,0.05,25,100,13144927.00,7348029.63
0.60,0,0.05,25,100,13060046.00,8417979.77
1.00,0,0.10,25,100,13165039.00,8811147.30
0.80,0,0.10,25,100,13063217.00,8504475.47
0.60,0,0.10,25,100,12932318.00,8888751.69
1.00,2,0.01,25,100,13367252.00,10211125.09
0.80,2,0.01,25,100,13278505.00,10726494.44
0.60,2,0.01,25,100,13284299.00,7886153.94
1.00,2,0.05,25,100,13431373.00,10511204.78
0.80,2,0.05,25,100,13392823.00,8571822.36
0.60,2,0.05,25,100,13402060.00,7924253.73
1.00,2,0.10,25,100,13413390.00,8105865.46
0.80,2,0.10,25,100,13339317.00,8093068.63
0.60,2,0.10,25,100,13282303.00,9082517.63
1.00,2,0.01,25,100,13170401.00,11590881.33
0.80,2,0.01,25,100,13416126.00,11088298.42
0.60,2,0.01,25,100,13046395.00,9338305.84
1.00,2,0.05,25,100,13445720.00,10598592.34
0.80,2,0.05,25,100,13206995.00,10653878.32
0.60,2,0.05,25,100,13402705.00,9225374.29
1.00,2,0.10,25,100,13340412.00,8206825.22
0.80,2,0.10,25,100,13330031.00,9285165.16
0.60,2,0.10,25,100,13345343.00,8204013.62
1.00,6,0.01,25,100,13230730.00,13060730.27
0.80,6,0.01,25,100,13275220.00,13132610.99
0.60,6,0.01,25,100,13352150.00,9757377.15
1.00,6,0.05,25,100,13214905.00,11780072.98
0.80,6,0.05,25,100,13444584.00,11578859.23
0.60,6,0.05,25,100,13345772.00,9414434.84
1.00,6,0.10,25,100,13331654.00,11740717.51
0.80,6,0.10,25,100,13197392.00,8234342.84
0.60,6,0.10,25,100,13239836.00,8248390.12
1.00,10,0.01,25,100,13380596.00,11094848.23
0.80,10,0.01,25,100,13279060.00,10301701.44
0.60,10,0.01,25,100,13271346.00,8229754.50
1.00,10,0.05,25,100,13403702.00,12622327.48
0.80,10,0.05,25,100,13412191.00,11814372.51
0.60,10,0.05,25,100,13397214.00,10562847.60
1.00,10,0.10,25,100,13394199.00,9596060.84
0.80,10,0.10,25,100,13362504.00,8015577.93
0.60,10,0.10,25,100,13272656.00,8636928.20
1.00,0,0.01,50,100,13277868.00,11664974.33
0.80,0,0.01,50,100,13458871.00,10316062.21
0.60,0,0.01,50,100,12931327.00,7354770.63
1.00,0,0.05,50,100,13273269.00,9085994.22
0.80,0,0.05,50,100,13142428.00,8231901.47
0.60,0,0.05,50,100,12956306.00,8285244.15
1.00,0,0.10,50,100,13206374.00,8446770.71
0.80,0,0.10,50,100,12952118.00,6729939.38
0.60,0,0.10,50,100,13282440.00,7104020.93
1.00,2,0.01,50,100,13413375.00,11873564.23
0.80,2,0.01,50,100,13303594.00,11222836.40
0.60,2,0.01,50,100,13271343.00,9524781.92
1.00,2,0.05,50,100,13371749.00,12820684.28
0.80,2,0.05,50,100,13443084.00,8277317.44
0.60,2,0.05,50,100,13349205.00,8482653.29
1.00,2,0.10,50,100,13298949.00,10979549.20
0.80,2,0.10,50,100,13410592.00,8990854.68
0.60,2,0.10,50,100,13319054.00,7251142.74
1.00,2,0.01,50,100,13348267.00,12524304.09
0.80,2,0.01,50,100,13439522.00,10512866.21
0.60,2,0.01,50,100,13387616.00,12362782.64
1.00,2,0.05,50,100,13447240.00,9946536.39
0.80,2,0.05,50,100,13402556.00,11643893.14
0.60,2,0.05,50,100,13373791.00,8717646.12
1.00,2,0.10,50,100,13420547.00,10156762.41
0.80,2,0.10,50,100,13482886.00,11184978.94
0.60,2,0.10,50,100,13335857.00,7269813.82
1.00,6,0.01,50,100,13271199.00,12089509.25
0.80,6,0.01,50,100,13422115.00,12376530.78
0.60,6,0.01,50,100,13238635.00,11634009.26
1.00,6,0.05,50,100,13194846.00,11081219.12
0.80,6,0.05,50,100,13295307.00,12113003.75
0.60,6,0.05,50,100,13280105.00,11431356.42
1.00,6,0.10,50,100,13473903.00,10982422.46
0.80,6,0.10,50,100,13225003.00,10129976.81
0.60,6,0.10,50,100,13377961.00,8431603.05
1.00,10,0.01,50,100,13456463.00,12243003.20
0.80,10,0.01,50,100,13255237.00,11822677.08
0.60,10,0.01,50,100,13390428.00,12173666.83
1.00,10,0.05,50,100,13413029.00,9117536.04
0.80,10,0.05,50,100,13177017.00,11080765.46
0.60,10,0.05,50,100,13254605.00,11990422.24
1.00,10,0.10,50,100,13477838.00,10968504.48
0.80,10,0.10,50,100,13327925.00,10147927.40
0.60,10,0.10,50,100,13257421.00,9600341.91
1.00,0,0.01,75,100,13317950.00,11261564.26
0.80,0,0.01,75,100,13013738.00,8400983.58
0.60,0,0.01,75,100,13225657.00,7915533.63
1.00,0,0.05,75,100,13425442.00,12120775.29
0.80,0,0.05,75,100,12911767.00,7403024.87
0.60,0,0.05,75,100,13168753.00,9643072.53
1.00,0,0.10,75,100,13126709.00,6888337.37
0.80,0,0.10,75,100,12978033.00,7780808.44
0.60,0,0.10,75,100,12781770.00,7385642.60
1.00,2,0.01,75,100,13496616.00,13479634.59
0.80,2,0.01,75,100,13468533.00,12696013.59
0.60,2,0.01,75,100,13413220.00,11433178.92
1.00,2,0.05,75,100,13496672.00,11365543.78
0.80,2,0.05,75,100,13413446.00,11563621.54
0.60,2,0.05,75,100,13289162.00,9724609.40
1.00,2,0.10,75,100,13518963.00,8596215.55
0.80,2,0.10,75,100,13461293.00,8608830.61
0.60,2,0.10,75,100,13392220.00,7468537.03
1.00,2,0.01,75,100,13298490.00,12255145.95
0.80,2,0.01,75,100,13370309.00,11633177.38
0.60,2,0.01,75,100,13404214.00,10769340.66
1.00,2,0.05,75,100,13386042.00,11335549.82
0.80,2,0.05,75,100,13312095.00,12255302.14
0.60,2,0.05,75,100,13410691.00,10257405.67
1.00,2,0.10,75,100,13336251.00,10695905.65
0.80,2,0.10,75,100,13456659.00,7875269.83
0.60,2,0.10,75,100,13409178.00,7225259.40
1.00,6,0.01,75,100,13212303.00,12183097.13
0.80,6,0.01,75,100,13394199.00,12194128.59
0.60,6,0.01,75,100,13319836.00,12177436.61
1.00,6,0.05,75,100,13456019.00,11982458.56
0.80,6,0.05,75,100,13403513.00,12271612.60
0.60,6,0.05,75,100,13350547.00,11559778.93
1.00,6,0.10,75,100,13339284.00,10922677.14
0.80,6,0.10,75,100,13430762.00,11484386.26
0.60,6,0.10,75,100,13323468.00,8253970.75
1.00,10,0.01,75,100,13494864.00,12498594.92
0.80,10,0.01,75,100,13350640.00,12071982.88
0.60,10,0.01,75,100,13285142.00,12107118.85
1.00,10,0.05,75,100,13340186.00,12045655.06
0.80,10,0.05,75,100,13111584.00,9930722.80
0.60,10,0.05,75,100,13362081.00,11268998.48
1.00,10,0.10,75,100,13342948.00,10505233.30
0.80,10,0.10,75,100,13515028.00,11737864.87
0.60,10,0.10,75,100,13549094.00,12212100.48
1.00,0,0.01,100,100,13033505.00,11437673.66
0.80,0,0.01,100,100,13464598.00,12316388.62
0.60,0,0.01,100,100,12987821.00,9643830.50
1.00,0,0.05,100,100,13110852.00,8820758.41
0.80,0,0.05,100,100,13012705.00,8585127.35
0.60,0,0.05,100,100,13064382.00,8385736.91
1.00,0,0.10,100,100,12971945.00,8490889.02
0.80,0,0.10,100,100,12970333.00,7588458.53
0.60,0,0.10,100,100,13224923.00,6679532.79
1.00,2,0.01,100,100,13374516.00,11811187.34
0.80,2,0.01,100,100,13376615.00,12370051.39
0.60,2,0.01,100,100,13382271.00,9727463.40
1.00,2,0.05,100,100,13418920.00,11640388.32
0.80,2,0.05,100,100,13414527.00,10544894.21
0.60,2,0.05,100,100,13397214.00,8185180.40
1.00,2,0.10,100,100,13368152.00,10612814.94
0.80,2,0.10,100,100,13359250.00,8001462.58
0.60,2,0.10,100,100,13412889.00,7323021.78
1.00,2,0.01,100,100,13286934.00,12055973.88
0.80,2,0.01,100,100,13372328.00,10923071.69
0.60,2,0.01,100,100,13363762.00,11932371.92
1.00,2,0.05,100,100,13461329.00,11819352.73
0.80,2,0.05,100,100,13524340.00,11076083.17
0.60,2,0.05,100,100,13459919.00,8757497.63
1.00,2,0.10,100,100,13460973.00,11306327.05
0.80,2,0.10,100,100,13524340.00,7778215.67
0.60,2,0.10,100,100,13320478.00,6845699.83
1.00,6,0.01,100,100,13351182.00,12081727.40
0.80,6,0.01,100,100,13351515.00,12688757.96
0.60,6,0.01,100,100,13487304.00,12302073.17
1.00,6,0.05,100,100,13340072.00,12488910.88
0.80,6,0.05,100,100,13350547.00,10745373.09
0.60,6,0.05,100,100,13418490.00,8343851.48
1.00,6,0.10,100,100,13405956.00,10580625.09
0.80,6,0.10,100,100,13415213.00,9619106.74
0.60,6,0.10,100,100,13411278.00,8533320.64
1.00,10,0.01,100,100,13341968.00,11827652.32
0.80,10,0.01,100,100,13390428.00,11893241.57
0.60,10,0.01,100,100,13317587.00,12205588.20
1.00,10,0.05,100,100,13298672.00,12154255.74
0.80,10,0.05,100,100,13299041.00,10724610.97
0.60,10,0.05,100,100,13410139.00,11683672.33
1.00,10,0.10,100,100,13473482.00,11379561.18
0.80,10,0.10,100,100,13524340.00,10796658.52
0.60,10,0.10,100,100,13461329.00,9217326.48
1.00,0,0.01,200,100,13322600.00,12616783.17
0.80,0,0.01,200,100,13436838.00,12249721.08
0.60,0,0.01,200,100,12959881.00,8154027.70
1.00,0,0.05,200,100,13297143.00,9044922.60
0.80,0,0.05,200,100,13139201.00,8599830.40
0.60,0,0.05,200,100,12851830.00,7845421.15
1.00,0,0.10,200,100,13248136.00,8160059.59
0.80,0,0.10,200,100,13000588.00,8617102.92
0.60,0,0.10,200,100,12897265.00,8072348.41
1.00,2,0.01,200,100,13491239.00,10518534.81
0.80,2,0.01,200,100,13433220.00,12378582.91
0.60,2,0.01,200,100,13456720.00,11615348.37
1.00,2,0.05,200,100,13414626.00,10957942.39
0.80,2,0.05,200,100,13378310.00,10589670.72
0.60,2,0.05,200,100,13418490.00,9945533.54
1.00,2,0.10,200,100,13517399.00,11553443.59
0.80,2,0.10,200,100,13460973.00,8067018.11
0.60,2,0.10,200,100,13376198.00,7053911.28
1.00,2,0.01,200,100,13418947.00,11866560.88
0.80,2,0.01,200,100,13485108.00,11753614.18
0.60,2,0.01,200,100,13294221.00,11832444.63
1.00,2,0.05,200,100,13386206.00,9697008.32
0.80,2,0.05,200,100,13380560.00,12058346.49
0.60,2,0.05,200,100,13456463.00,8377561.50
1.00,2,0.10,200,100,13462565.00,11039854.79
0.80,2,0.10,200,100,13489043.00,8132011.90
0.60,2,0.10,200,100,13370965.00,7869027.71
1.00,6,0.01,200,100,13473482.00,12640228.08
0.80,6,0.01,200,100,13323298.00,12004751.26
0.60,6,0.01,200,100,13466762.00,12301450.58
1.00,6,0.05,200,100,13400827.00,12158117.00
0.80,6,0.05,200,100,13421675.00,12451555.93
0.60,6,0.05,200,100,13474183.00,11502037.60
1.00,6,0.10,200,100,13413446.00,11226251.05
0.80,6,0.10,200,100,13518963.00,10295860.69
0.60,6,0.10,200,100,13505878.00,9444593.74
1.00,10,0.01,200,100,13362969.00,12399871.37
0.80,10,0.01,200,100,13377517.00,12252603.91
0.60,10,0.01,200,100,13351938.00,11733122.25
1.00,10,0.05,200,100,13425442.00,11853901.20
0.80,10,0.05,200,100,13403528.00,12166942.88
0.60,10,0.05,200,100,13445984.00,10865554.41
1.00,10,0.10,200,100,13408375.00,11069616.58
0.80,10,0.10,200,100,13381781.00,10546516.23
0.60,10,0.10,200,100,13410592.00,10225802.67
1.00,0,0.01,25,200,13136941.00,8967851.47
0.80,0,0.01,25,200,13263077.00,8426329.26
0.60,0,0.01,25,200,13033966.00,8884204.12
1.00,0,0.05,25,200,13199891.00,8380318.43
0.80,0,0.05,25,200,13189652.00,8841644.44
0.60,0,0.05,25,200,12971999.00,7633942.11
1.00,0,0.10,25,200,13141082.00,8184233.85
0.80,0,0.10,25,200,13169195.00,7759909.78
0.60,0,0.10,25,200,13205930.00,7565787.47
1.00,2,0.01,25,200,13349945.00,9876376.98
0.80,2,0.01,25,200,13350173.00,9377904.15
0.60,2,0.01,25,200,13420075.00,8783359.77
1.00,2,0.05,25,200,13466762.00,9256777.47
0.80,2,0.05,25,200,13404547.00,9240757.91
0.60,2,0.05,25,200,13403188.00,8438202.36
1.00,2,0.10,25,200,13406525.00,8451246.25
0.80,2,0.10,25,200,13272771.00,8736475.63
0.60,2,0.10,25,200,13354816.00,8144190.16
1.00,2,0.01,25,200,13453154.00,9048674.87
0.80,2,0.01,25,200,13393489.00,9182017.23
0.60,2,0.01,25,200,13347416.00,8953758.28
1.00,2,0.05,25,200,13434059.00,9384139.68
0.80,2,0.05,25,200,13327591.00,8596223.60
0.60,2,0.05,25,200,13283215.00,8622584.44
1.00,2,0.10,25,200,13475452.00,7696058.75
0.80,2,0.10,25,200,13454349.00,8724728.52
0.60,2,0.10,25,200,13401747.00,8226289.16
1.00,6,0.01,25,200,13419904.00,12496057.26
0.80,6,0.01,25,200,13452724.00,11094619.96
0.60,6,0.01,25,200,13433220.00,8936693.34
1.00,6,0.05,25,200,13338156.00,9965090.38
0.80,6,0.05,25,200,13461329.00,9764210.90
0.60,6,0.05,25,200,13354468.00,9278814.60
1.00,6,0.10,25,200,13373616.00,9331693.45
0.80,6,0.10,25,200,13447240.00,8201506.84
0.60,6,0.10,25,200,13344408.00,8159939.39
1.00,10,0.01,25,200,13412953.00,9643478.17
0.80,10,0.01,25,200,13416074.00,12747256.35
0.60,10,0.01,25,200,13314057.00,9393792.06
1.00,10,0.05,25,200,13400601.00,11257481.22
0.80,10,0.05,25,200,13348601.00,9625554.05
0.60,10,0.05,25,200,13354963.00,8849456.10
1.00,10,0.10,25,200,13518963.00,9030605.79
0.80,10,0.10,25,200,13366436.00,8908797.73
0.60,10,0.10,25,200,13321583.00,8461144.47
1.00,0,0.01,50,200,13290806.00,9630569.81
0.80,0,0.01,50,200,13436838.00,9692897.03
0.60,0,0.01,50,200,13239011.00,8247074.14
1.00,0,0.05,50,200,13224257.00,8283265.23
0.80,0,0.05,50,200,13226313.00,9505852.47
0.60,0,0.05,50,200,13169130.00,7989239.34
1.00,0,0.10,50,200,13343147.00,7587763.94
0.80,0,0.10,50,200,13076052.00,7952968.01
0.60,0,0.10,50,200,12963652.00,7124490.40
1.00,2,0.01,50,200,13518963.00,12378803.79
0.80,2,0.01,50,200,13521334.00,10637881.29
0.60,2,0.01,50,200,13391769.00,8876763.66
1.00,2,0.05,50,200,13422865.00,10770272.34
0.80,2,0.05,50,200,13459475.00,8200870.05
0.60,2,0.05,50,200,13349039.00,9121642.07
1.00,2,0.10,50,200,13475452.00,8585898.63
0.80,2,0.10,50,200,13417381.00,8340779.12
0.60,2,0.10,50,200,13396574.00,8022540.74
1.00,2,0.01,50,200,13473903.00,10284655.02
0.80,2,0.01,50,200,13482886.00,10395601.21
0.60,2,0.01,50,200,13445720.00,8288082.88
1.00,2,0.05,50,200,13497192.00,12241225.55
0.80,2,0.05,50,200,13454352.00,8899766.43
0.60,2,0.05,50,200,13474183.00,8293660.31
1.00,2,0.10,50,200,13515028.00,8888901.39
0.80,2,0.10,50,200,13364687.00,7896193.06
0.60,2,0.10,50,200,13424550.00,7868246.25
1.00,6,0.01,50,200,13494420.00,12169676.29
0.80,6,0.01,50,200,13501943.00,11625330.60
0.60,6,0.01,50,200,13335924.00,11213683.85
1.00,6,0.05,50,200,13359868.00,11831404.72
0.80,6,0.05,50,200,13501943.00,10761521.07
0.60,6,0.05,50,200,13449995.00,8194697.00
1.00,6,0.10,50,200,13549094.00,8935268.78
0.80,6,0.10,50,200,13433569.00,9081341.80
0.60,6,0.10,50,200,13436707.00,9134217.16
1.00,10,0.01,50,200,13452724.00,12649941.49
0.80,10,0.01,50,200,13418920.00,11980125.09
0.60,10,0.01,50,200,13425394.00,10934339.63
1.00,10,0.05,50,200,13482886.00,11565781.81
0.80,10,0.05,50,200,13406969.00,11551380.79
0.60,10,0.05,50,200,13457164.00,10215345.96
1.00,10,0.10,50,200,13524340.00,10447694.10
0.80,10,0.10,50,200,13456720.00,9868941.18
0.60,10,0.10,50,200,13438903.00,7804175.58
1.00,0,0.01,75,200,13167691.00,8887221.47
0.80,0,0.01,75,200,13208133.00,8892402.52
0.60,0,0.01,75,200,13099100.00,8791528.91
1.00,0,0.05,75,200,13277698.00,8659649.71
0.80,0,0.05,75,200,13025654.00,9020908.81
0.60,0,0.05,75,200,13430941.00,7833928.33
1.00,0,0.10,75,200,13208577.00,8476394.04
0.80,0,0.10,75,200,12896539.00,7805656.58
0.60,0,0.10,75,200,13232095.00,8208431.43
1.00,2,0.01,75,200,13505878.00,12122275.56
0.80,2,0.01,75,200,13468374.00,10484308.56
0.60,2,0.01,75,200,13509264.00,8475396.34
1.00,2,0.05,75,200,13467914.00,11971089.47
0.80,2,0.05,75,200,13494864.00,9610401.12
0.60,2,0.05,75,200,13456545.00,7681614.76
1.00,2,0.10,75,200,13524340.00,9227000.20
0.80,2,0.10,75,200,13469034.00,8325650.58
0.60,2,0.10,75,200,13466762.00,7520644.58
1.00,2,0.01,75,200,13491239.00,12600202.43
0.80,2,0.01,75,200,13461886.00,11695715.12
0.60,2,0.01,75,200,13549094.00,10580824.79
1.00,2,0.05,75,200,13475452.00,12158097.85
0.80,2,0.05,75,200,13477838.00,10322747.17
0.60,2,0.05,75,200,13505878.00,7950977.88
1.00,2,0.10,75,200,13505878.00,10351068.54
0.80,2,0.10,75,200,13482886.00,10087118.01
0.60,2,0.10,75,200,13413962.00,8657154.53
1.00,6,0.01,75,200,13368521.00,12298556.05
0.80,6,0.01,75,200,13436219.00,11516328.39
0.60,6,0.01,75,200,13322279.00,11206302.52
1.00,6,0.05,75,200,13425442.00,11825031.54
0.80,6,0.05,75,200,13501943.00,11495881.74
0.60,6,0.05,75,200,13456644.00,9878097.03
1.00,6,0.10,75,200,13518963.00,10154861.68
0.80,6,0.10,75,200,13485108.00,10130289.36
0.60,6,0.10,75,200,13472081.00,7556217.19
1.00,10,0.01,75,200,13401020.00,12732596.22
0.80,10,0.01,75,200,13429507.00,12056925.44
0.60,10,0.01,75,200,13464598.00,9510892.95
1.00,10,0.05,75,200,13389014.00,12130811.69
0.80,10,0.05,75,200,13482886.00,11560656.29
0.60,10,0.05,75,200,13474183.00,11094862.38
1.00,10,0.10,75,200,13348267.00,11223719.63
0.80,10,0.10,75,200,13434023.00,10778167.27
0.60,10,0.10,75,200,13458777.00,8795297.16
1.00,0,0.01,100,200,13232388.00,12383123.87
0.80,0,0.01,100,200,13359467.00,9040330.43
0.60,0,0.01,100,200,13151200.00,8819675.47
1.00,0,0.05,100,200,13048400.00,8386889.12
0.80,0,0.05,100,200,13077996.00,7532277.51
0.60,0,0.05,100,200,13122965.00,8422085.36
1.00,0,0.10,100,200,13133899.00,7682193.84
0.80,0,0.10,100,200,13197205.00,8897707.87
0.60,0,0.10,100,200,13199074.00,7357144.88
1.00,2,0.01,100,200,13461886.00,12557667.94
0.80,2,0.01,100,200,13443084.00,11271736.93
0.60,2,0.01,100,200,13491239.00,11303165.16
1.00,2,0.05,100,200,13549094.00,11699809.93
0.80,2,0.05,100,200,13458215.00,9206153.02
0.60,2,0.05,100,200,13385503.00,7405930.37
1.00,2,0.10,100,200,13462565.00,8003488.56
