Execução,Geração 1,Geração 2,Geração 3,Geração 4,Geração 5,Geração 6,Geração 7,Geração 8,Geração 9,Geração 10,Geração 11,Geração 12,Geração 13,Geração 14,Geração 15,Geração 16,Geração 17,Geração 18,Geração 19,Geração 20,Geração 21,Geração 22,Geração 23,Geração 24,Geração 25,Geração 26,Geração 27,Geração 28,Geração 29,Geração 30,Geração 31,Geração 32,Geração 33,Geração 34,Geração 35,Geração 36,Geração 37,Geração 38,Geração 39,Geração 40,Geração 41,Geração 42,Geração 43,Geração 44,Geração 45,Geração 46,Geração 47,Geração 48,Geração 49,Geração 50,Geração 51,Geração 52,Geração 53,Geração 54,Geração 55,Geração 56,Geração 57,Geração 58,Geração 59,Geração 60,Geração 61,Geração 62,Geração 63,Geração 64,Geração 65,Geração 66,Geração 67,Geração 68,Geração 69,Geração 70,Geração 71,Geração 72,Geração 73,Geração 74,Geração 75
11,5.3270444238607055,4.7797873974759337,4.0852235213433969,3.0860084715538298,2.1067395771871174,1.1309222099676968,0.4267073194803342,0.3575854206583020,0.1229962948635398,0.1031777357937781,0.0823049292036094,0.0193556393984551,0.0695370347644811,0.0081584372998262,0.0831536283406106,0.0787520033720962,0.1117891749104980,0.0010264776952799,0.0760799892342614,0.0928264295264814,0.0698871400663270,0.0349638584311385,0.0000602662171968,0.1332404771388495,0.0740554482166731,0.0398084616155915,0.0000037299870350,0.1141582456224428,0.0723301010257743,0.0672668439372300,0.0000001823622167,0.0653365905584053,0.1540303875635417,0.0906770657212358,0.0000000028946320,0.1135229722051723,0.0000000013154581,0.0725918539196227,0.0000000004656066,0.0874986172058492,0.0000000000597729,0.0558633980347891,0.0000000000085177,0.0000000000036587,0.0000000000020013,0.1095834427009584,0.0601579955628753,0.0773585320633749,0.0660146594012015,0.0736418912615981,0.0018754567282509,0.0708492902461946,0.1081018059393761,0.1708117264452564,0.0433492654219544,0.1442068424292148,0.0648354109674695,0.0063554078961491,0.1417645837210101,0.0407022859371050,0.0036598311493775,0.0727575257460376,0.0532170579751654,0.1532127573794270,0.0806228377443220,0.0000000000000004,0.0340048982953110,0.0757171421670231,0.0548224033108861,0.1136874661907386,0.0000000000000005,0.0345210879206940,0.0502643991037521,0.0433661292033134,0.1821085943983708
12,5.3458125724827505,4.9074236470592894,4.0506128048057288,1.5489793291565430,0.1253076170893008,0.0547029643302562,0.0637756856177528,0.1952985410774057,0.1068681826315185,0.0702161186964155,0.0423262880599083,0.1391152691240401,0.0002267949891850,0.0362551257588316,0.0280285414475555,0.0000217613172508,0.1973711448403927,0.0564560200888376,0.1186024625038348,0.2100582346946706,0.0000008497592003,0.1312810790202475,0.0609434919405647,0.1064401680955008,0.0000000371733779,0.0000000116686676,0.0897689075825798,0.0784522365921747,0.0355102361341291,0.1068674037503188,0.1198384024862573,0.0000000000107012,0.0000000000104804,0.1272113627480889,0.0354673829946264,0.0000000000099119,0.0000000000096160,0.0325425492890038,0.0599760473865493,0.1280069799589617,0.0000000000083280,0.0715925443860661,0.0732683744587931,0.0000000000078525,0.0684910014827310,0.1077474729037642,0.0956944667123595,0.0742787011550375,0.0000000000060259,0.1471609460001078,0.0000000000032614,0.0391788550769120,0.0000000000018310,0.0000000000011882,0.0000000000006345,0.0186581142811591,0.0786939231295169,0.1037696217498421,0.0000000000000534,0.0000000000000301,0.0343992025111772,0.0384278963072359,0.2231840627569191,0.0306457367555169,0.0963753349746311,0.0000000000000005,0.1071731804672819,0.0653081401483066,0.1801193434048106,0.0573066592164614,0.0755419920700929,0.1531705562729027,0.0000000000000004,0.0000000000000004,0.0432581431272137
13,5.6158473425386291,5.1089168687193842,4.1588371199063836,3.2752547366157909,2.3261026536534573,1.3567045045342687,0.8482300581341520,0.1910142813845515,0.0131486071253783,0.0068400545264254,0.0718256410367047,0.0419532676204468,0.0024819144447895,0.1425050875243149,0.0956426725416146,0.0422164101903717,0.1878669984330130,0.1165622008128254,0.0757541647286375,0.0001656051595422,0.0301944530785225,0.0985818322331711,0.0215247014729735,0.1927520391888804,0.0000032173710659,0.1082353253633925,0.0208375561069159,0.1089813057797012,0.1160805325796583,0.0000000567003554,0.0461946353794827,0.0468849266124014,0.0807849423677080,0.0701136036008210,0.1531337829436305,0.0368566834947184,0.0000000002550433,0.0000000000806108,0.0637424240578769,0.1382431119985653,0.0409349799641748,0.0000000000172026,0.0247889768842753,0.1856102271606579,0.1316106777787520,0.0767394073861206,0.1127139585174415,0.1757475686852762,0.0000000000001513,0.0408452134644719,0.0787145919700830,0.0382529756889676,0.0032393182355966,0.0703811399373445,0.0344103473912376,0.0294259340427796,0.0632449361425022,0.0000000000000008,0.0000000000000007,0.1409488420458280,0.0000000000000006,0.0738176613111728,0.0000000000000004,0.0427379372771839,0.0345965319060415,0.0000000000000006,0.1047056961096136,0.1487446722678913,0.0000000000000005,0.0000000000000005,0.1238937565135938,0.0726087796553985,0.1694263618798430,0.1499905672086250,0.1090416461034450
14,5.5532821048227170,5.3743042556621159,3.6325000542998760,1.9600873464481909,0.8431165204133975,0.3912426628919888,0.1853136118144863,0.2115663471359005,0.0722089988543971,0.0139364890592608,0.2047853122346959,0.0360460436093734,0.0555545385396152,0.0669031434603928,0.0424892809795246,0.0001181379005459,0.0802206828764648,0.0799018021133964,0.0572464789238430,0.0363167561505040,0.0000052720072688,0.0000032938228247,0.0392387771970805,0.1086475160501489,0.1455421751724096,0.0753414596801457,0.2549869962236865,0.0000000244375370,0.0000000084250055,0.1317848339718229,0.0392523216212508,0.1208637150539986,0.0000000000253636,0.0755853396670949,0.0170444830679110,0.1121894191052486,0.0437457783720518,0.0000783340632623,0.2420487500914305,0.0000000000117552,0.0791651149340000,0.0000000000054737,0.0000000000034533,0.0617255739599236,0.0713891965781480,0.0011753318534683,0.0000000000005785,0.0378489830841576,0.1159197477042904,0.1426420106183039,0.0390800869764355,0.0021798496027747,0.0000000000000179,0.1737164899656886,0.1424958634582150,0.0433429289664283,0.0562268647156628,0.0409839664210462,0.0431110168472377,0.0000000000000009,0.0652915069570020,0.0000000000000007,0.0431722360235178,0.0000000000000005,0.0800773636089225,0.0591867764327416,0.0344014605206780,0.0000000000000006,0.0406814240889539,0.0774699060614080,0.1430950779148375,0.0688923572456312,0.0000000000000007,0.0639119821372010,0.0000000000000007
15,5.2652935449290990,4.0506932855524216,2.4965024418398305,0.5058651767906336,0.1959945331487374,0.1191746822355649,0.1103110550866278,0.0749415114344825,0.0191150166576834,0.0021207421954925,0.2108015928117390,0.0420462166771880,0.0736380043737009,0.1120762183745207,0.0654010474861205,0.0754737918348863,0.0000032132422001,0.0721651226434491,0.0000006763559459,0.0431526664859376,0.0617769927060984,0.0952291566087591,0.1121853214618826,0.0000006763559459,0.0285000430815154,0.0390986391550575,0.0000006763559459,0.0831873849534545,0.0548196379352220,0.1114599131139528,0.0936713397467255,0.0000006763559459,0.1131289146089514,0.0000006763559459,0.1766247844899675,0.0493882755917750,0.2534705148510403,0.2525735810041116,0.0000006763559459,0.1803400508207441,0.0103248880416980,0.0672594623927812,0.0000006763559459,0.0492307964698986,0.0000006763559459,0.1095274518421283,0.0000006763559459,0.0000006763559459,0.0712300831782479,0.1020023505064105,0.0000006763559459,0.0000006763559459,0.0741988787384265,0.1462972647971058,0.0780005395214474,0.0000006763559459,0.0000006763559459,0.0967164513043372,0.0000006763559459,0.1815557116905785,0.0652215455547463,0.1235647425952852,0.0603162261436508,0.0434576966852600,0.1694429058928223,0.0000006763559459,0.0000006763559459,0.0217814636556167,0.0494995315565714,0.0698295557191593,0.0396871996479279,0.0000006763559459,0.1163027163570404,0.1108305883908750,0.0388989945996721
16,5.5090581930603983,4.9432449778906831,3.9563549243432719,2.5404623440353848,1.8983899945043101,0.4872953388747789,0.0760632130575756,0.0481201866275572,0.0330058256182270,0.0737572513221494,0.1627260971099035,0.0021732502604388,0.0009201049506769,0.0731728812669624,0.0003130922878735,0.1266531154697350,0.1515411942607759,0.0000345053824396,0.1095050803093807,0.0418814145386842,0.0740626856285065,0.0000052998929033,0.0344056893355604,0.1290287012870625,0.0555268611723769,0.0483161126571319,0.0717161521952928,0.0000000810209823,0.2025917873608847,0.0344881644207420,0.1447160077132812,0.1673651900161932,0.0733047936161384,0.0000000005583147,0.0000000003957654,0.0425060364664654,0.1121225633937282,0.2013978012563647,0.0354129723327239,0.0854536371363777,0.0000000000235558,0.0698006403922290,0.1103318601194626,0.0433558149166985,0.0000000000026172,0.0427745478136260,0.0000000000009263,0.0000000000003837,0.0674772516293071,0.0000000000000763,0.0064467639387086,0.0000000000000252,0.0000000000000177,0.1845700842884394,0.0552375035163930,0.0000000000000084,0.1599945740783040,0.0000000000000020,0.0446915699061847,0.0474648719467390,0.0833532843151730,0.0000000000000004,0.0605926083283860,0.0805889679860775,0.0006749861178264,0.0344485182291367,0.1066324953849909,0.0385312884036747,0.0000000000000007,0.0431654852583516,0.1125953223408848,0.0741049632064770,0.0024347084928763,0.0000000000000004,0.0377566496712597
17,5.2329792959822710,4.4314145333581001,3.1122578615116328,1.1565472815968647,0.3252362090989318,0.1036668614979140,0.1761161640689531,0.1742011913018886,0.1135330943746854,0.0472635135140834,0.1264843001850571,0.0449935730932940,0.0509579487014334,0.0021248726278094,0.0051602320229656,0.0041164033634637,0.0000519596136729,0.0755915702543009,0.1280058152994253,0.2342328155040118,0.0801805298472148,0.0000072776989026,0.0742888286808539,0.1422279003611526,0.0754948457160879,0.0386871245784598,0.0740877583024022,0.0759398116756610,0.0000072776989026,0.0000072776989026,0.3068413778828430,0.0346929746243323,0.0000072776989026,0.1077438381361577,0.1811076112778420,0.0075717203667980,0.1997842278752092,0.0584366422101130,0.0342620878102220,0.0733834222008763,0.0738401704896802,0.0653072064674690,0.0791590025231049,0.1186827899343501,0.1505179827638281,0.0223409578591648,0.0937072196598857,0.0902655542639929,0.0823228547108825,0.0000072776989026,0.0424995679334394,0.0311555985601816,0.0753605189587095,0.0993863026691826,0.0000072776989026,0.0378185867424595,0.0000072776989026,0.1101321062513398,0.0000072776989026,0.1126340256570538,0.1967034936038516,0.0360055703359019,0.0556726991908796,0.0693914300237098,0.0354666403420912,0.2030926815694995,0.0679576303942511,0.0652088795614688,0.0347127805991816,0.0389777685388877,0.1414218309797646,0.1483197827316796,0.0000072776989026,0.1280279885903658,0.0000072776989026
18,5.5383617080341851,5.7011813990019995,5.1510198908730338,4.4136365429946078,1.7048434773483714,0.1945868599451691,0.0626791361374094,0.0258669274551563,0.1230706229164039,0.0799105796250470,0.2743877313285836,0.0230411177437495,0.0020674788658741,0.0443109876036437,0.1167014354772148,0.0003211015006336,0.1237797900617454,0.0654171312499496,0.1155621597597417,0.0413141271674143,0.0000018309322961,0.0599289522382273,0.0000006182943594,0.0000002588825643,0.0376261021704210,0.0000000744490574,0.0000000462513206,0.0432770405625960,0.0000000108903654,0.1091698592370949,0.0416469896863917,0.0027653997087584,0.1061312317751518,0.0811787232115454,0.0511757689052721,0.0000000001214601,0.0000000000900835,0.0052815821579379,0.0345978364105455,0.0000000000117615,0.0414783218021894,0.0816236752413112,0.0000000000000773,0.0624493349400823,0.0362169631657163,0.0291759021459143,0.0563178244369789,0.0401398955683148,0.1142394784987931,0.0360892050668505,0.1582929259921418,0.0755213027028202,0.0000000000000007,0.0765444287777442,0.0675075580698461,0.0990750484661601,0.0118196511100842,0.1149219894908360,0.0000000000000005,0.1360934842847081,0.1436433620718534,0.0430133393080864,0.0105547159102126,0.0743540574648466,0.0651614267875594,0.1885004467408477,0.0019288328234439,0.0000000000000005,0.0910436404932195,0.1704175630537710,0.0357515877345223,0.2091520732539632,0.2003013414939150,0.0000000000000005,0.0936386992343565
19,5.4547583657825038,4.9630947158339538,3.9067047292972319,1.8953459047735732,0.6278650632974891,0.2991041821654785,0.2995367334400962,0.0407247820458795,0.1001794192918780,0.0971506181523685,0.0184158235227935,0.1806489102540474,0.0094166423765107,0.0033140470522253,0.0013653663082748,0.0777745872106242,0.0738259214972575,0.1477403435050970,0.0976860652874568,0.1899719224477186,0.1503316863145455,0.0000590384598492,0.1014703270099569,0.0368422957597019,0.0413408649356466,0.0605177760429397,0.0505246861221960,0.0924082536860498,0.0995926134038065,0.0606899801365871,0.0345165499902219,0.1321263708586048,0.0000001200390067,0.1234059016432917,0.0467150050185272,0.0000000288683140,0.1586220379241777,0.0205155668485983,0.0083287056437943,0.0000000005509404,0.0000000002323302,0.0000000001078542,0.0000000000468971,0.0000000000345284,0.0453304832873155,0.1348867060533872,0.2672450579014964,0.0413785568416386,0.1189011346705879,0.0000000000008276,0.0000000000001246,0.0000000000000397,0.0000000000000253,0.1098960368077320,0.0000000000000253,0.1945126898796407,0.0398699207127841,0.0000000000000253,0.1219703036319304,0.0543903288445433,0.0000000000000253,0.0311907486080388,0.0683315966159419,0.0000000000000253,0.1388643406504984,0.0747113740528375,0.1072962497526612,0.0000000000000253,0.0000000000000253,0.0000000000000253,0.1175659024367185,0.0653419165706683,0.0754356278891340,0.0564496019781539,0.1806611368535929
20,5.5135591035658473,5.5071450994733064,5.2871532849188219,5.0681869376656135,4.3346373704861030,3.6420257365831974,2.2568976718238072,0.7544274016616117,0.1461677330789918,0.0296208795777552,0.1873866264190858,0.0732169193261092,0.0014211530842938,0.1291170207471751,0.0600392044773143,0.0718362624921633,0.0003529392141950,0.1796549819588664,0.0370386009219605,0.0630806266072109,0.0000368837639894,0.1155843675939290,0.0726995443558209,0.0424840085780311,0.0574277142933697,0.0000047991947931,0.1097256195114128,0.0432125007053490,0.0000004475107342,0.0000001575465037,0.0755083824205338,0.1340892889521346,0.0429432777947536,0.0752634856336612,0.0477838577846448,0.0000000060817401,0.1023242599477236,0.0755860536721495,0.0000000006414583,0.1107719542720932,0.1270831130362186,0.0000000000431150,0.0977287085570081,0.0000000000046752,0.1269016287110222,0.2062767955739128,0.0363514542348364,0.2288920955744742,0.0000000000001072,0.0675722221859475,0.0348976838143104,0.0000000000000130,0.1085380622163103,0.2977028871913992,0.0000000000000052,0.0400824616008947,0.0451693192352753,0.0000000000000005,0.0752513004253476,0.1177618948011171,0.0000000000000004,0.0417608487821597,0.1146644347231271,0.0000000000000005,0.0653701052222030,0.0749488865359218,0.0000000000000005,0.3275768645694827,0.0424363767520957,0.1080245289382107,0.1690306615152848,0.0000000000000005,0.0000000000000004,0.0381492935914717,0.0000000000000005
